longitude,latitude,code,name,type,phone,dates_open,comments,num_sites,elevation,amenities,state,nearest_town_distance,nearest_town_bearing,city
-95.388,42.73,LARS,Larson Lake Co Park,CP,,,,5,,NH ND VT NS L$,IA,2.7,NE,Aurelia
-93.887,41.983,LEDG,Ledges State Park,SP,515.432.1852,all year,,95,,E DP DW SH RS L$,IA,5.3,S,Boone
-95.23,41.023,LEGI,Legion City Park,CP,,,,10,,E,IA,0.8,N,Red Oak
-92.886,40.715,LELA,Lelah Bradley Park,CP,641.856.8528,early may-late oct,,15,,E NS,IA,1.2,SW,Centerville
-94.57,41.687,LENO,Lenon Mill Co Park,CP,,,,,,E FT DW NS,IA,10.7,W,Panora
-96.162,42.027,LEWI,Lewis and Clark State Park,SP,712.423.2829,all year,,112,,WES DP 60ft DW SH RS L$,IA,3.3,W,Onawa
-92.279,43.466,LIDT,Lidtke Park,CP,,,,30,,E DW SH NR L$,IA,1.2,N,Lime Springs
-93.194,43.184,LIMC,Lime Creek Conservation Area - Mason City,CP,641.423.5309,,,,,E,IA,2.1,N,Mason City
-91.981,42.327,LIMP,Lime Creek Park - Brandon,CP,319.636.2617,,,,,E,IA,1.4,NE,Brandon
-91.543,41.725,LIND,Linder Point - Coralville Lake,COE,319.338.3543,,,30,,WE DP DW SH RS PA L$,IA,4.4,N,Iowa City
-93.196,42.979,LINN,Linn Grove County Park,CP,641.423.5309,,,66,,E DP DW SH L$,IA,0.5,SW,Rockwell
-95.246,42.895,LINN,Linn Grove Dam Co Park,CP,712.295.7985,,,,,NH ND NS,IA,0.2,N,Linn Grove
-93.778,40.768,LITT,Little River Rec Area,CP,641.446.7307,,,30,,E FT DW SH RS,IA,2.5,NW,Leon
-95.801,42.45,LITS,Little Sioux Park,CP,712.372.4984,,,95,,E DP DW SH,IA,1.9,SW,Correctionvill
-93.639,42.277,LITW,Little Wall Lake County Park,CP,515.832.9570,,,104,,E DP DW SH L$,IA,2.1,S,Jewell
-94.785,41.556,LITT,Littlefield Rec Area,CP,,,,100,,WES DP FTVT DW SH NR,IA,5.3,SE,Exira
-94.891,43.176,LOST,Lost Island Huston Park,CP,712.837.4866,,,,,E DP DW SH L$,IA,3.3,N,Ruthven
-94.202,42.867,LOTT,Lotts Creek Co Park,CP,515.332.4087,,,,,E ND NS,IA,10,N,Dakota City
-91.356,41.278,LOUI,Louisa County Fairgrounds,CP,,,,10,,E DW SH,IA,0.2,E,Columbus Junct
-91.258,40.755,LOWA,Lower Augusta Skunk River Access,CP,,,,,,E DP,IA,1,E,Augusta
-95.386,41.318,LYON,Lyons Park,CP,,,,,,DW,IA,0.8,NE,Oakland
-91.736,41.051,MACC,Mac Coon Access,CP,641.472.4421,,,,,E DP VT DW,IA,3.9,N,Lockridge
-93.232,42.663,MALL,Mallory Co Park,CP,641.456.4375,,,25,,E NS,IA,5.6,S,Hampton
-92.108,41.239,MANH,Manhattan Bridge Access,CP,,,primitive,,,NH ND VT NS,IA,2.9,N,Ollie
-95.462,41.855,MANT,Manteno Co Park,CP,,,,,,E DP FT DW SH L$,IA,6.7,W,Defiance
-95.787,42.168,MAPL,Mapleton City,CP,712.881.1351,,,4,,E ND NS L$,IA,0.3,NE,Mapleton
-90.775,42.119,MAQU,Maquoketa Caves State Park,SP,563.652.5833,all year,,,,E DP DW SH RS L$,IA,6.6,NW,Maquoketa
-95.125,43.469,MARB,Marble Beach State Rec Area,SRA,712.337.3211,all year,,110,,E DP DW SH RS L$,IA,3.4,N,Spirit Lake
-93.183,43.158,MARG,Margaret Macnider City Park,CP,641.421.3673,,,95,,WES DP DW SH,IA,0.9,E,Mason City
-93.119,41.316,MARI,Marion County Park,CP,641.828.2213,,,,,E DP DW SH,IA,1.1,W,Knoxville
-92.963,41.782,MARI,Mariposa Co Park,CP,641.792.9780,,,15,,NH ND NS,IA,7.3,NE,Newton
-94.349,40.818,MARL,Marlin Fogle Rec Area,CP,641.734.5491,,,42,,E DP FT DW SH,IA,0.7,NW,Diagonal
-91.579,41.287,MARR,Marr Park,CP,,,,26,,WES DP FT DW SH,IA,1.4,W,Ainsworth
-95.472,42.851,MART,Martin Area County Park,CP,,,,40,,NH ND VT DW NS,IA,3.8,E,Larrabee
-90.587,42.43,MASS,Massey Marina,CP,563.556.6745,,,40,,E DP DW SH,IA,6.3,SE,Dubuque
-91.382,42.132,MATS,Matsell Bridge Natural Area,CP,319.892.6450,,,70,,NH,IA,8.8,SE,Central City
-91.878,42.778,MAYN,Maynard City Park,CP,563.637.2269,,,,,E DP NS L$,IA,0.4,NE,Maynard
-92.142,42.318,MCFA,McFarlane Park,CP,319.342.3844,,,,,E DP DW SH,IA,2.6,E,La Porte City
-92.393,40.75,MCGO,McGowen Rec Area,CP,641.664.2527,,,12,,WE DP DW SH RS L$,IA,1.2,E,Bloomfield
-93.452,43.127,MCIN,McIntosh Woods State Park,SP,641.829.3847,all year,,50,,E DP DW SH RS L$,IA,1.3,E,Ventura
-94.382,41.052,MCKI,McKinley Park,CP,641.782.2000,,,,,E DP,IA,1.2,SW,Creston
-94.414,41.525,MENL,Menlo City Park,CP,641.524.2411,,,7,,E,IA,0.6,NW,Menlo
-94.621,42.907,MERE,Meredith Co Park,CP,,,,17,,E DP FT DW SH,IA,2,N,Plover
-92.837,41.12,MIAM,Miami Lake Park,CP,641.946.8112,,,,,E DW SH L$,IA,3.7,E,Lovilia
-91.9,41.798,MIDD,Middle Amana Park,CP,,,grassy but can get muddy,24,,E ND DW,IA,,,Middle Amana
-94.281,41.352,MIDD,Middle River Forest Area,CP,,,tent only - primitive - canoeing,,,NH ND NS,IA,11.8,S,Dexter
-91.547,40.952,MIDW,Midwest Old Threshers,CP,319.385.8937,,RV parking,,,E DP DW SH,IA,,,Mount Pleasant
-94.762,42.272,MIKE,Mike Macke Memorial Park,CP,,,on stream - nice place - fish - ask directions in town,6,,WE L$,IA,1.5,W,Lake City
-95.668,42.984,MILL,Mill Creek Co Park,CP,,early may-late sep,swim,48,,WE DP FT DW SH,IA,1.1,E,Paulina
-90.642,42.516,MILL,Miller Riverview City Park,CP,563.589.4238,,,,,E DP,IA,1.5,NE,Dubuque
-92.018,42.195,MILR,Milroy Access,CP,,,,95,,E,IA,2.1,N,Vinton
-92.019,42.259,MINN,Minne Estema Park,CP,563.472.3318,,,30,,E,IA,6.5,N,Vinton
-95.129,43.365,MINN,Minnewashta Lake,CP,712.332.2341,,,,,E DP DW SH,IA,,,
-95.906,41.557,MISS,Missouri Valley City Park,CP,712.642.3502,,,110,,E DP NS,IA,0.9,W,Missouri Valle
-93.513,40.602,MOOR,Moore - Gosch Memorial Park,CP,,early apr-late oct,,22,,WE NS,IA,1.4,NE,Lineville
-95.479,42.357,MOOR,Moorehead Pioneer County Park,CP,712.364.3300,,,,,NH ND NS,IA,0.8,NW,Ida Grove
-91.76,41.989,MORG,Morgan Creek County Park,CP,319.396.2363,,,36,,WE DP SH,IA,5.6,S,Palo
-94.637,41.24,MORM,Mormon Trail County Park,CP,641.743.6450,,swim,20,,E PT NS,IA,1.7,E,Bridgewater
-91.8,40.888,MORR,Morris County Park,CP,319.796.2148,,,15,,WE,IA,2.8,NE,Stockport
-91.351,42.807,MOTO,Motor Mill Historic Site,CP,563.245.1516,,,8,,NH ND NS L$,IA,0,SE,Motor
-90.706,42.616,MUDL,Mud Lake County Park,CP,563.552.2746,,,75,,E DW SH,IA,8.3,N,Dubuque
-94.331,41.577,NATI,Nations Bridge Co Park,CP,515.523.1789,,swimming hole,,,E DP FT DW SH,IA,5.1,N,Stuart
-95.587,41.936,NELS,Nelson Park,CP,712.263.2748,,,,,E DP DW SH,IA,4.8,W,Dow City
-92.303,43.058,NEWH,New Hampton City,CP,641.394.2758,,,25,,WES DP FT DW SH NR L$,IA,0.8,E,New Hampton
-91.124,42.536,NEWW,New Wine County Park,CP,563.921.3475,,,55,,E DP DW SH,IA,3.6,N,Dyersville
-93.754,40.588,NINE,Nine Eagles State Park,SP,641.442.2855,all year,,70,,E DP 60ft DW SH RS L$,IA,4.6,SE,Davis City
-95.323,41.568,NISH,Nishna Bend Rec Area,CP,,,,14,,E FT DW SH L$,IA,5.9,S,Harlan
-94.985,40.761,NODA,Nodaway Valley County Park,CP,712.542.3864,,,,,E DP,IA,3.1,NE,Clarinda
-92.524,42.848,NORC,North Cedar Park,CP,319.882.4742,,,40,,E DP DW SH L$,IA,0.7,NE,Plainfield
-92.971,41.378,NORT,North Overlook - Red Rock Lake,COE,641.828.7522,mid apr-mid sep,,55,,E DP DW SH RS L$,IA,3.5,SW,Pella
-92.088,42.866,NORW,North Woods Park,CP,319.882.4742,,,,,E PT L$,IA,1.3,N,Sumner
-96.472,43.059,OAKG,Oak Grove Co Park,CP,712.552.1047,,2 campgrounds,100,,E DP FT DW SH NR,IA,4.4,N,Hawarden
-96.459,43.062,OAKG,Oak Grove County Park,CP,712.552.1047,,,55,,E DP SH,IA,4.8,N,Hawarden
-94.069,42.256,OAKP,Oak Park - Dayton,CP,515.547.2711,,,44,,E DP DW SH,IA,0.4,S,Dayton
-91.619,40.935,OAKL,Oakland Mills Park,CP,319.986.5067,,2 campgrounds,50,,E DP DW SH,IA,0.1,SW,Oakland Mills
-93.264,43.481,OCHE,Ochee Yahola,CP,641.324.1524,,,4,,E NW L$,IA,3.3,NW,Northwood
-95.535,43.386,OCHE,Ocheyedan Pits Rec Area,CP,,,,,,E FT DW,IA,2.2,S,Ocheyedan
-95.249,42.308,ODEB,Odebolt Memorial Walk RV Park,CP,712.668.2231,,,,,E L$,IA,0.3,SE,Odebolt
-91.92,42.648,OELW,Oelwein City Park,CP,319.283.5440,,,30,,WE DP DW SH L$,IA,2.1,S,Oelwein
-95.448,41.197,OLDE,Olde Towne Co Park,CP,712.741.5465,,primitive - inner tubing on river,,,NH ND NS L$,IA,1.2,W,Macedonia
-95.789,42.008,OLDH,Oldham Rec Area,CP,,,swim,,,E L$,IA,1.6,N,Soldier
-95.122,43.125,ONEO,Oneota Little Sioux Access,CP,,,,,,VT,IA,1.8,SE,Spencer
-92.854,43.276,OSAG,Osage Spring City Park,CP,319.283.5440,,,,,NH,IA,1.8,W,Osage
-91.444,42.793,OSBO,Osborne Conservation Center,CP,563.245.1516,,,,,NH,IA,27.2,NW,Dyersville
-92.98,43.459,OTRA,Otranto Co Park,CP,641.732.5204,,,,,WE DP FT DW SH,IA,0.3,E,Otranto
-93.532,41.246,OTTE,Otter Creek Co Park,CP,515.961.6169,,primitive - walk to sites only,,,DP SH NR,IA,7.9,S,Indianola
-92.52,42.052,OTTE,Otter Creek Lake and Park,CP,641.484.2231,,,83,,E DP FT DW SH NR,IA,5,NE,Toldedo
-92.43,41.01,OTTU,Ottumwa City Park,CP,641.682.7873,,,,,E DP DW SH,IA,1.2,W,Ottumwa
-91.508,41.909,PALI,Palisades Kepler State Park,SP,319.895.6039,all year,,50,,E DP DW SH RS L$,IA,4.8,W,Mt.Vernon
-94.076,41.292,PAMM,Pammel County Park,CP,515.462.3536,,,40,,WE DW SH,IA,4.2,SW,Winterset
-90.687,41.52,PART,Park Terrace - West Lake County Park,CP,,,,,,WES DP FT DW SH,IA,,,Davenport
-94.11,41.835,PATT,Pattee Park,CP,515.465.4958,,register at Police Department at 908 Willis Avenue in Perry,,,E DP L$,IA,0.3,SW,Perry
-95.943,42.2,PETE,Peters Park - Rodney Pits Rec Area,CP,,all year,,25,,E DP VT DW L$,IA,0.6,SE,Rodney
-91.106,42.209,PICT,Pictured Rocks Co Park,CP,,,primitive,,,NH NR,IA,4.6,SE,Monticello
-95.355,40.843,PIER,Pierce Creek Rec Area,CP,712.542.3864,,,20,,E,IA,2.6,W,Essex
-91.165,42.993,PIKE,Pikes Peak State Park,SP,563.873.2341,all year,,77,,E DP DW SH RS L$,IA,2.3,S,McGregor
-93.647,42.783,PIKE,Pikes Timber,CP,,,,,,E FT N$,IA,5.6,NE,Clarion
-95.043,41.146,PILO,Pilot Grove Co Park,CP,,,,16,,E NS NR,IA,3,W,Grant
-93.561,43.254,PILO,Pilot Knob State Park,SP,641.581.4835,all year,,60,,E DP DW SH RS L$,IA,3.9,E,Forest City
-91.435,42.454,PIN,Pin Oak Co Park,CP,,,,,,E FT DW,IA,2.5,SE,Manchester
-90.529,41.715,PING,Pine Grove - Scott County Park,CP,,,,,,E DP FT DW SH,IA,,,Long Grove
-93.078,42.371,PINE,Pine Lake State Park,SP,641.858.5832,all year,,124,,E DP DW SH RS L$,IA,1.4,E,Eldora
-93.07,42.413,PINR,Pine Ridge - Steamboat Rock,CP,641.648.4361,,,,,E DW SH,IA,0.6,N,Steamboat Rock
-95.222,40.744,PION,Pioneer City Park,CP,712.542.3864,,,,,,IA,8.2,E,Shenandoah
-92.68,43.341,PION,Pioneer Co Park,CP,,,,,,WE ND VT NS L$,IA,8,NE,Osage
-95.93,41.833,PISG,Pisgah City Park,CP,,,,6,,E DP L$,IA,0.3,NW,Pisgah
-90.38,42.21,PLEA,Pleasant Creek,COE,,,,,,NH DP NS NR,IA,24.8,SE,Dubuque
-91.814,42.119,PLEA,Pleasant Creek State Rec Area,SRA,319.436.7716,all year,,69,,E DP DW SH RS L$,IA,3.8,N,Palo
-94.198,40.711,POE,Poe Hollow County Park,CP,641.464.2787,,,5,,E FT NS,IA,2,E,Mount Ayr
-91.436,40.714,POLL,Pollmiller Park,CP,319.376.2341,,,,,E DP DW SH,IA,0.8,E,West Point
-95.788,41.071,PONY,Pony Creek Co Park,CP,,,,,,E L$,IA,3.7,N,Pacific Juncti
-93.434,42.585,POPE,Popejoy Conservation Park,CP,,,,,,E VT L$,IA,0.7,SW,Popejoy
-95.338,41.471,POTT,Pottawattamie County Fairgrounds,CP,712.981.7072,,,60,,WES DP DW SH L$,IA,0.4,S,Avoca
-93.057,42.56,PRAI,Prairie Bridges Park,CP,641.485.1623,,,120,,WES DP DW SH,IA,0.4,NW,Ackley
-93.688,41.749,PRAF,Prairie Flower - Saylorville Lake,COE,515.984.6925,early may-mid oct,,250,,WES DP DW SH RS PA,IA,11,N,Des Moines
-92.888,40.858,PRAR,Prairie Ridge - Rathbun Lake,COE,641.724.3103,early may-late sep,,55,,E DP DW SH RS PA,IA,4.3,SW,Moravia
-95.212,41.6,PRAI,Prairie Rose State Park,SP,712.773.2701,all year,,95,,E DP 60ft DW SH RS L$,IA,6.9,SE,Harlan
-95.623,43.084,PRIM,Primghar City Park,CP,,,,15,1506,E DP FT DW SH,IA,0.3,SE,Primghar
-91.809,43.299,PULP,Pulpit Rock City Campground,CP,563.382.9551,,,200,,E DP DW SH L$,IA,1.2,W,Decorah
-92.668,41.198,QUER,Quercus Wilderness Area,CP,,,primitive,5,,NH,IA,6.5,S,Oskaloosa
-94.756,42.228,RAIN,Rainbow Bend Co Park,CP,,,,,,,IA,,,Lake City
-95.731,42.575,RANN,Ranney Knob Area,CP,712.225.6709,,may be closed - flooding - call first,12,,NH ND VT NS L$,IA,0.7,W,Washta
-93.28,40.998,REDH,Red Haw State Park,SP,641.774.5632,all year,,80,,E DP DW SH RS L$,IA,2.4,SE,Chariton
-93.19,42.254,REEC,Reece Park,CP,,,,,,NH ND FT DW NS,IA,6.4,W,Union
-95.149,42.438,REIF,Reiff Park,CP,,,,7,,WE DP FT DW,IA,1.6,S,Early
-94.628,42.087,RICH,Richey Campground,CP,,,,15,,E VT NW L$,IA,5.6,E,Glidden
-91.502,41.491,RIVJ,River Junction Access,CP,,,,,,NH ND VT NS,IA,3.9,W,Lone Tree
-96.311,43.213,RIVB,Rivers Bend,CP,,,,,,E DP DW SH,IA,1,NW,Rock Valley
-92.777,43.436,RICP,Riverside Co Park,CP,641.732.5204,,,,,WE DP FT DW SH,IA,0.3,SE,Stacyville
-94.669,41.877,RICR,Riverside Park - Coon Rapids,CP,712.792.4614.,,,12,,WE DP DW SH L$,IA,0.6,NE,Coon Rapids
-93.813,42.468,RIVS,Riverside Park - Webster City,CP,515.832.9193,,,,,E DP DW SH L$,IA,0.2,SE,Webster City
-90.185,41.852,RIVC,Riverview City Park - Clinton,CP,563.243.1260,,,,,WES DP DW SH,IA,0.5,N,Clinton
-92.902,42.064,RIVV,Riverview Park - Marshalltown,CP,641.754.5715,,,,,WES DP DW SH L$,IA,1.1,N,Marshalltown
-92.664,42.47,ROAD,Roadman Roadside Park,CP,319.345.2688,,overnight camping in parking area only,,,NH ND FT DW NS N$,IA,1.9,W,Dike
-93.042,41.426,ROBE,Roberts Creek Park,CP,641.627.5507,,dupe,,,E DP DW SH,IA,6.6,W,Pella
-92.645,41.507,ROBT,Robertson Access,CP,,,primitive,,,NH FT,IA,2.8,N,New Sharon
-95.736,43.399,ROBI,Robinson Park,CP,,,restrooms may not be clean,13,1508,WE DP DW SH L$,IA,0.8,E,Sibley
-90.328,41.75,ROCM,Rock Creek County Marina and Campground,CP,563.259.1876,,,,,E DP,IA,4.6,SW,Camanche
-92.837,41.761,ROCK,Rock Creek State Park,SP,641.236.3722,all year,,200,,E DP 60ft DW SH RS L$,IA,4.7,NE,Kellogg
-94.634,42.4,ROCK,Rockwell City RV Park,CP,,,,,,E DP DW SH,IA,,,Rockwell City
-92.083,42.196,RODG,Rodgers County Park,CP,319.472.4942,,,50,,E DW SH,IA,4,NW,Vinton
-92.981,40.849,ROLL,Rolling Cove - Rathbun Lake,COE,641.647.2464,early may-late sep,,30,,NH ND NS RS L$,IA,10,NW,Centerville
-95.327,41.732,ROSM,Rosman Glendale Farm Rec Area,CP,,,,,,E FT DW,IA,5.5,N,Harlan
-94.964,40.609,ROSS,Ross County Park,CP,712.542.3864,,no facilities,,,NH ND NT NW NS NR,IA,4.1,NE,Braddyville
-91.81,40.914,ROUN,Round Prairie Park,CP,641.472.4421,,,,,E VT DW,IA,10.4,SE,Fairfield
-92.894,43.127,RUDD,Rudd Eastside Park,CP,,,,14,,WE DW SH,IA,0.6,E,Rudd
-94.985,42.419,SACC,Sac City Park,CP,712.662.4295,,,,,E,IA,0.3,SE,Sac Cityt
-94.497,40.629,SAND,Sands Timber Rec Area,CP,712.523.2852,,,7,,E,IA,1.4,NW,Blockton
-91.597,41.814,SAND,Sandy Beach - Coralville Lake,COE,319.338.3543,early may-late sep,,60,,WES DP DW SH RS PA,IA,11.1,N,Iowa City
-96.118,43.064,SAND,Sandy Hollow Park,CP,712.722.2491,,,,,WES DP FT DW SH L$,IA,3.1,E,Sioux Center
-92.161,43.195,SAUD,Saude Rec Area,CP,,,,20,,PT,IA,16,N,Fredericksburg
-91.17,41.499,SAUL,Saulsbury Bridge,CP,563.264.5922,,3 camping areas - tenting is walk-to sites,35,,E DP FTVT DW SH,IA,8.3,NW,Muscatine
-95.672,41.805,SCHA,Schaben County Park,CP,712.647.2785,,,,,E DW SH,IA,5,SW,Dunlap
-95.289,43.151,SCHA,Scharnberg Co Park,CP,712.262.2187,,swim,62,,E DW SH,IA,2.1,E,Everly
-95.411,41.775,SCHI,Schimerowski Rec Area,CP,712.744.3403,,,,,E FT DW,IA,0.3,E,Earling
-90.527,41.714,SCOT,Scott County Park,CP,563.328.3282,,,400,,E DW,IA,4.9,NE,Eldridge
-91.633,42.599,SCOU,Scout Park - Lamont,CP,563.924.2194,,,,,E NS,IA,0.5,E,Lamont
-93.12,40.67,SEYM,Seymour Lake Co Park,CP,,,primitive - undesignated sites,20,,NH FT DW,IA,0.8,S,Seymour
-90.878,41.446,SHAD,Shady Creek  - Mississippi River,COE,563.262.8090,early may-mid oct,,50,,E DP DW SH RS PA,IA,8.7,E,Muscatine
-92.591,42.723,SHER,Shell Rock Rec Area,CP,,,,40,,E DP FT DW SH,IA,1,NW,Shell Rock
-93.044,43.174,SHEL,Shellrock River Co Preserve,CP,641.423.5309,,primitive,,,NH ND VT NS N$,IA,2.9,NW,Nora Springs
-90.784,41.78,SHEM,Sherman Co Park,CP,,,,,,E VT L$,IA,3.4,SW,Calamus
-91.677,40.615,SHIM,Shimek State Forest,SF,319.878.3811,all year,,,,NH DP SH RS,IA,3.9,SE,Farmington
-94.397,43.053,SIEM,Siems County Park,CP,515.295.2138,,,20,,E DP,IA,1.4,SE,Whittemore
-92.143,42.638,SIGG,Siggelkov County Park,CP,,,,,,NH ND NS,IA,4.8,N,Dunkerton
-95.326,43.448,SILE,Silver Lake City Park - East,CP,712.832.3588,,,,,WE L$,IA,0.4,SW,Lake Park
-95.35,43.441,SILS,Silver Lake City Park - South,CP,712.832.3588,,,,,WE,IA,1.6,SW,Lake Park
-93.42,43.485,SILV,Silver Lake Co Park,CP,,,,8,,E NW NR L$,IA,10.4,W,Northwood
-91.322,42.426,SILP,Silver Lake County Park,CP,,,,,,NH FT DW,IA,0.5,SE,Delhi
-95.591,42.649,SILS,Silver Sioux Recreation Area,CP,712.225.6709,,,,,E DP FT DW SH L$,IA,2.9,NE,Quimby
-91.97,41.25,SKUN,Skunk River Access,CP,,,primitive,,,NH,IA,4.6,N,Richland
-93.845,40.653,SLIP,Slip Bluff County Park,CP,641.446.7307,,,16,,E,IA,5.1,NE,Lamoni
-94.243,43.122,SMIT,Smith Lake County Park,CP,515.295.2138,,,50,,E DP DW SH,IA,3.6,N,Algona
-91.111,41.193,SNIV,Snively Access,CP,319.523.8381,,,30,,E L$,IA,3.9,E,Wapello
-96.337,42.284,SNYD,Snyder Bend County Park,CP,712.946.5622,,,45,,E DP DW SH L$,IA,3,SW,Salix
-94.215,41.079,SOUT,South - Three Mile Co Rec Area,CP,641.347.5100,,,,,E DP DW SH NR,IA,3.6,N,Afton
-91.672,43.442,SOUB,South Bear Co Park,CP,,,,5,,NH ND VT NS NR N$,IA,0.2,W,Highlandville
-92.987,42.744,SOUF,South Fork Access  - Dumont Park,CP,319.278.4237,,no facilities,,,NH ND NT NW NS NR,IA,16.4,W,Clarksville
-93.994,43.083,SOUP,South Park - Wesley,CP,,,very few sites,5,,E ND NS,IA,,,Wesley
-90.17,42.063,SOUS,South Sabula Lakes County Park,CP,,,,,,E DP DW SH,IA,25.4,E,Maquoketa
-95.954,42.22,SOUT,Southwood Conservation Area,CP,712.889.2215,,,30,,E DW SH,IA,1.3,SW,Smithland
-92.239,42.909,SPLI,Split Rock County Park,CP,641.394.4714,,,54,,E DW SH,IA,4.4,SW,Fredericksburg
-92.68,42.786,SPOC,Sportsman Park - Clarksville,CP,319.278.4237,,tent only,,,NH DP FT DW NS L$,IA,0.6,W,Clarksville
-94.21,41.847,SPOD,Sportsman Park - Dawson,CP,515.465.3577,,,18,,E NR L$,IA,0.7,NE,Dawson
-94.291,42.068,SPRL,Spring Lake County Park,CP,515.386.5674,,,125,,E DP,IA,5.6,NE,Jefferson
-94.467,41.774,SPRI,Springbrook State Park,SP,641.747.3591,all year,,120,,E DP DW SH RS L$,IA,7,N,Guthrie Center
-90.436,42.304,SPRU,Spruce Creek County Park,CP,563.652.3783,,,85,,WE DP DW SH,IA,3.1,N,Bellevue
-91.556,42.02,SQUA,Squaw Creek County Park,CP,319.892.6450,,,60,,E DP 40ft DW SH L$,IA,2.3,SE,Marion
-94.29,41.95,SQUI,Squirrel Hollow Co Park,CP,,early apr-late oct,,30,,E,IA,6.4,SE,Jefferson
-93.482,41.022,STEP,Stephens State Forest,SF,641.774.4559,all year,2 campgrounds,,,NH ND VT NS RS,IA,1.2,W,Lucas
-91.437,40.828,STPP,Stephenson Park,CP,319.986.5067,,,,,NH,IA,0.4,S,Lowell
-95.681,42.609,STIE,Stieneke Area Park,CP,712.225.6709,,,5,,NH ND FT DW NS L$,IA,2.5,SW,Quimby
-92.885,42.394,STOE,Stoehr Fishing Area,CP,,,,,,NH ND VT NS,IA,3.3,SW,Grundy
-96.47,42.557,STON,Stone State Park,SP,712.255.4698,all year,,30,,E RS,IA,5.3,NW,Sioux City
-94.848,42.579,STRA,Straight Park,CP,,,,,,E DP L$,IA,0.2,SW,Fonda
-93.931,42.271,STRA,Stratford City Park,CP,,,,31,,E DP DW SH,IA,0.2,W,Stratford
-91.559,41.776,SUGA,Sugar Bottom - Coralville Lake,COE,319.338.3543,early may-late sep,,235,,WES DP 60ft DW SH RS PA L$,IA,4,SW,Solon
-90.683,41.529,SUMT,Summit - West Lake County Park,CP,563.328.3281,,,,,WES DP FT DW,IA,,,Davenport
-95.026,41.399,SUNN,Sunnyside Park,CP,,,,,,E DP DW SH L$,IA,0.7,SW,Atlantic
-95.025,41.398,SUNN,Sunnyside Park Campground,CP,,,,,,E DP,IA,,,Atlantic
-95.175,42.628,SUNR,Sunrise,CP,712.732.8023,,,160,,E DP DW SH L$,IA,1.7,SE,Storm Lake
-94.953,42.786,SUNS,Sunset City Park - Albert,CP,712.843.5613,,,,,E DP FT DW SH L$,IA,0.6,N,Albert City
-94.846,42.035,SWAN,Swan Lake State Park,SP,712.792.4614,,,110,,E DP DW SH NR,IA,2.3,SE,Carroll
-93.855,41.885,SWED,Swede Point Park,CP,515.795.2809,,,,,E DP DW SH L$,IA,2.2,W,Madrid
-90.739,42.431,SWIS,Swiss Valley County Park,CP,563.556.6745,,,100,,E DP DW SH,IA,6.1,SW,Dubuque
-92.422,42.225,TFCL,T. F. Clark Co Park,CP,,,,13,,E ND VT DW NS,IA,3.1,NE,Traer
-91.528,41.72,TAIW,Tailwater  - Coralville Lake,COE,319.338.3543,,,30,,E DP DW SH RS PA L$,IA,4.1,N,Iowa City
-94.072,41.021,THAY,Thayer Lake Rec Area,CP,641.782.7111,,,,,E,IA,1.2,SW,Thayer
-93.378,41.643,THOM,Thomas Mitchell County Park,CP,515.967.4889,,,49,,E,IA,1.9,SW,Mitchellville
-93.756,43.262,THOR,Thorpe Park,CP,,,,15,,E VT DW L$,IA,6,W,Forest City
-91.874,42.456,THRE,Three Elms County Park,CP,,,,,,,IA,1.2,SE,Independence
-94.213,41.085,THRM,Three Mile Rec Area,CP,641.782.7111,,north and south campgrounds,48,,E DP SH,IA,4,N,Afton
-92.536,42.631,THUN,Thunder Woman Park,,,,,,,,IA,4,W,Janesville
-93.001,42.088,TIMM,Timmons Grove County Park,CP,641.752.5490,,,18,,E FT DW NS,IA,5.5,NW,Marshalltown
-95.616,43.07,TJOS,Tjossem County Park,CP,712.295.7200,,,,,L$ L$,IA,1.3,SE,Primghar
-93.07,42.401,TOWE,Tower Rock - Steamboat Rock,CP,641.648.4361,,,,,,IA,0.3,S,Steamboat Rock
-91.716,42.318,TROY,Troy Mills Wapsi Access,CP,,,no facilities,,,NH ND NT NW NS NR,IA,5.7,SE,Quasqueton
-91.385,42.403,TURT,Turtle Creek County Park,CP,563.927.3410,,,30,,E DP,IA,6.8,SE,Manchester
-94.614,43.489,TUTT,Tuttle Lake Park,CP,712.260.6697,,,65,,E DP DW SH L$,IA,1.6,N,Dolliver
-91.881,42.818,TWIN,Twin Bridges County Park,CP,563.927.3410,,,45,,WE DP,IA,3.1,N,Maynard
-92.389,43.014,TWIE,Twin Ponds Co Park  - East,CP,641.394.4714,,,,,,IA,3.7,E,Ionia
-92.395,43.009,TWIW,Twin Ponds Co Park  - West,CP,641.394.4714,,,,,,IA,3.5,SE,Ionia
-92.725,42.125,UNIO,Union Grove State Park,SP,641.473.2556,all year,,26,,NH ND VT DW NS RS L$,IA,4.4,S,Gladbrook
-92.569,41.457,UNIO,Union Mills Access,CP,,,unknown facilities,,,NH,IA,,,New Sharon
-94.543,42.252,UNIV,University 40,CP,,,,,,NH ND NS,IA,1.3,S,Lohrville
-91.29,40.772,UPPA,Upper Augusta Skunk River Access,CP,,,,,,NH,IA,1.2,NW,Augusta
-92.137,43.348,VERN,Vernon Springs Turkey River County Park,CP,563.547.3634,,,,,E DW SH,IA,0.2,SE,Vernon Springs
-91.765,42.393,VETR,Veterans Memorial County Park,CP,319.934.3340,,,,,NH ND NS,IA,0.2,W,Quasqueton
